humidity,weather,holiday,season,feeling_temp,temp,hour,casual,registered,count,year,month,date,day,is_weekend
0.65,3,0,3,0.6212,0.66,14,150,332,482,2012,8,25,5,1
0.49,1,0,1,0.0758,0.1,8,5,173,178,2011,2,10,3,0
0.64,1,0,1,0.6061,0.6,21,33,190,223,2012,3,19,0,0
0.46,2,0,1,0.3333,0.36,18,10,43,53,2011,1,2,6,1
0.56,1,0,1,0.2727,0.28,20,3,47,50,2012,2,5,6,1
0.52,2,0,3,0.7121,0.78,1,7,9,16,2011,8,3,2,0
0.38,1,0,1,0.4394,0.44,22,16,93,109,2012,1,7,5,1
0.7,1,0,1,0.2879,0.24,6,3,12,15,2012,1,28,5,1
0.84,3,0,3,0.6667,0.7,4,0,7,7,2012,8,10,4,0
0.65,1,0,1,0.2727,0.28,21,9,59,68,2011,2,26,5,1
0.88,1,0,2,0.4848,0.5,23,6,106,112,2012,4,26,3,0
0.44,2,0,1,0.2273,0.26,18,16,345,361,2012,1,19,3,0
0.46,1,0,4,0.3939,0.38,14,24,163,187,2011,12,9,4,0
0.83,2,0,3,0.5758,0.62,1,10,62,72,2012,7,21,5,1
0.52,1,0,1,0.2121,0.24,9,9,65,74,2012,12,30,6,1
0.82,1,0,2,0.4545,0.46,22,19,92,111,2012,3,25,6,1
0.88,2,0,3,0.5152,0.54,18,22,351,373,2011,9,6,1,0
0.58,1,0,2,0.6818,0.74,17,77,414,491,2011,5,27,4,0
0.76,1,0,4,0.3939,0.38,19,15,158,173,2011,12,4,6,1
0.77,2,0,4,0.4545,0.46,19,13,295,308,2011,12,5,0,0
0.37,1,0,3,0.6667,0.76,14,110,192,302,2012,8,21,1,0
1.0,2,0,1,0.2879,0.3,6,1,3,4,2011,3,5,5,1
0.34,1,0,2,0.6515,0.72,19,104,487,591,2012,5,31,3,0
0.52,1,0,1,0.2576,0.24,3,5,2,7,2011,3,8,1,0
0.58,1,0,4,0.4091,0.4,12,44,197,241,2012,10,31,2,0
0.6,1,0,1,0.5152,0.54,0,5,34,39,2012,3,14,2,0
0.7,2,0,3,0.697,0.74,10,89,161,250,2012,8,7,1,0
0.83,3,0,2,0.5758,0.62,22,24,127,151,2011,6,16,3,0
0.58,1,1,1,0.1212,0.1,9,7,89,96,2012,1,16,0,0
0.73,1,0,2,0.6061,0.64,21,63,330,393,2012,5,16,2,0
0.32,2,0,1,0.5455,0.58,17,18,256,274,2011,2,17,3,0
0.72,1,0,3,0.4545,0.46,4,1,4,5,2011,9,17,5,1
0.94,2,0,3,0.5909,0.66,4,3,8,11,2012,9,8,5,1
1.0,3,0,4,0.4545,0.46,22,5,82,87,2011,12,6,1,0
0.78,3,0,2,0.5758,0.6,23,17,57,74,2012,6,18,0,0
0.94,3,0,3,0.5455,0.62,15,3,55,58,2011,9,7,2,0
0.46,1,1,1,0.303,0.34,9,24,38,62,2011,12,26,0,0
0.59,1,0,1,0.1818,0.16,8,14,487,501,2012,3,6,1,0
0.94,3,0,4,0.5455,0.62,15,9,52,61,2011,9,23,4,0
0.38,1,0,4,0.4242,0.42,13,179,346,525,2012,11,17,5,1
0.87,3,0,2,0.2727,0.3,15,4,61,65,2011,3,31,3,0
0.87,2,0,1,0.2727,0.3,21,0,20,20,2012,12,26,2,0
0.76,1,0,4,0.3333,0.32,7,7,411,418,2012,11,20,1,0
0.32,1,0,4,0.3939,0.38,13,15,209,224,2012,11,29,3,0
0.77,1,0,2,0.5152,0.54,3,10,22,32,2012,3,24,5,1
0.83,1,0,3,0.5758,0.62,21,18,89,107,2011,8,19,4,0
0.66,1,0,3,0.7576,0.78,17,65,507,572,2011,6,21,1,0
0.65,1,0,2,0.6364,0.68,18,65,463,528,2011,4,26,1,0
0.68,1,0,1,0.5,0.52,22,32,137,169,2012,3,15,3,0
0.78,2,0,3,0.5455,0.58,22,18,176,194,2012,9,8,5,1
0.59,1,0,3,0.8333,0.84,19,80,293,373,2011,7,11,0,0
0.56,1,0,1,0.303,0.26,0,6,33,39,2011,1,16,6,1
0.73,1,0,3,0.6061,0.64,21,29,166,195,2011,9,12,0,0
0.43,2,1,3,0.697,0.78,23,31,152,183,2012,7,4,2,0
0.66,2,0,4,0.3485,0.36,5,1,38,39,2012,11,19,0,0
0.36,1,0,2,0.6364,0.68,13,265,421,686,2012,6,3,6,1
0.4,1,0,4,0.5303,0.56,12,39,166,205,2011,10,17,0,0
0.78,1,0,2,0.6061,0.66,22,53,137,190,2011,6,11,5,1
0.8,1,0,4,0.2576,0.2,5,1,39,40,2012,11,30,4,0
0.48,1,0,4,0.2727,0.28,20,8,129,137,2011,11,18,4,0
0.78,2,0,3,0.6061,0.66,18,73,549,622,2012,7,20,4,0
0.35,1,0,1,0.6212,0.6,15,25,169,194,2012,2,1,2,0
0.47,2,0,1,0.2273,0.22,0,4,24,28,2011,12,29,3,0
0.0,3,0,1,0.4091,0.4,11,6,5,11,2011,3,10,3,0
0.82,1,0,4,0.4545,0.46,0,13,110,123,2012,10,20,5,1
0.62,1,0,3,0.6818,0.72,11,108,252,360,2011,9,10,5,1
0.81,1,0,1,0.2273,0.26,5,0,2,2,2011,2,8,1,0
0.54,1,0,1,0.3939,0.38,10,18,70,88,2011,2,17,3,0
0.57,2,0,1,0.3636,0.36,13,10,54,64,2011,2,7,0,0
0.66,1,0,3,0.7576,0.78,1,33,63,96,2011,7,24,6,1
0.94,2,0,4,0.5152,0.6,5,2,20,22,2011,9,28,2,0
0.74,3,0,3,0.697,0.72,16,74,119,193,2011,8,7,6,1
0.61,1,0,3,0.6364,0.68,6,9,110,119,2011,8,10,2,0
0.36,1,0,4,0.4545,0.46,12,47,279,326,2012,10,11,3,0
0.34,1,0,2,0.6364,0.7,16,226,436,662,2012,6,3,6,1
0.94,3,0,4,0.5455,0.62,6,1,132,133,2012,10,4,3,0
0.79,1,0,2,0.6667,0.7,0,9,25,34,2011,6,1,2,0
0.83,3,0,4,0.5,0.52,6,3,28,31,2011,10,19,2,0
0.65,3,0,3,0.6212,0.66,10,90,168,258,2011,9,3,5,1
0.68,2,1,4,0.3939,0.38,10,69,229,298,2012,10,8,0,0
0.4,1,0,3,0.6818,0.76,9,25,162,187,2011,7,26,1,0
0.51,2,0,3,0.6515,0.7,1,13,105,118,2012,7,14,5,1
0.79,1,0,3,0.697,0.72,21,18,278,296,2012,9,5,2,0
0.5,1,0,4,0.3485,0.36,21,9,159,168,2012,12,18,1,0
0.82,2,0,1,0.4545,0.46,7,16,292,308,2012,3,13,1,0
0.55,1,0,1,0.4848,0.5,22,7,133,140,2012,2,1,2,0
0.58,1,0,1,0.4091,0.4,20,15,223,238,2012,1,31,1,0
0.41,1,1,1,0.2273,0.24,20,5,83,88,2012,1,2,0,0
0.65,1,0,4,0.2879,0.24,1,2,12,14,2011,12,9,4,0
0.75,2,0,1,0.2879,0.24,17,4,172,176,2011,2,1,1,0
0.58,2,0,2,0.6818,0.74,13,49,155,204,2011,5,23,0,0
0.68,1,0,1,0.5303,0.56,11,56,145,201,2012,3,19,0,0
0.48,2,0,1,0.2424,0.24,12,8,78,86,2011,2,4,4,0
0.79,1,0,3,0.6667,0.7,20,41,140,181,2011,8,21,6,1
0.93,2,0,4,0.3485,0.36,23,4,29,33,2012,12,16,6,1
0.78,1,0,3,0.5909,0.62,2,7,10,17,2012,8,22,2,0
0.62,1,0,2,0.7121,0.76,11,110,215,325,2011,6,11,5,1
0.59,1,0,2,0.7424,0.78,23,21,102,123,2012,6,20,2,0
0.74,3,0,3,0.6667,0.7,19,55,359,414,2012,7,10,1,0
0.81,2,0,4,0.3485,0.32,23,10,116,126,2012,12,1,5,1
0.87,3,0,4,0.4091,0.4,22,6,72,78,2011,11,21,0,0
0.57,1,0,2,0.6212,0.64,22,49,141,190,2011,6,4,5,1
0.39,1,0,1,0.3485,0.32,13,13,65,78,2011,3,1,1,0
0.36,1,1,1,0.2727,0.28,12,41,161,202,2012,1,2,0,0
0.33,1,0,2,0.303,0.32,7,14,40,54,2012,4,7,5,1
0.51,1,0,3,0.6667,0.74,14,51,139,190,2011,9,13,1,0
0.3,1,0,4,0.5455,0.58,16,99,417,516,2012,9,24,0,0
0.76,1,1,4,0.4091,0.4,3,1,3,4,2012,11,12,0,0
0.74,1,0,3,0.6212,0.66,3,1,7,8,2011,7,5,1,0
0.43,1,0,1,0.5303,0.56,23,19,72,91,2012,3,14,2,0
0.53,1,0,2,0.5455,0.58,23,26,82,108,2012,6,3,6,1
0.53,2,0,4,0.3485,0.34,11,31,170,201,2012,11,30,4,0
0.94,1,0,2,0.4091,0.4,5,1,14,15,2011,4,20,2,0
0.3,1,0,3,0.7121,0.82,18,193,190,383,2011,7,2,5,1
0.59,2,0,3,0.803,0.82,16,34,224,258,2011,6,22,2,0
0.88,2,0,2,0.5,0.52,8,28,286,314,2011,4,11,0,0
0.48,1,0,4,0.6667,0.74,15,69,231,300,2012,9,26,2,0
0.34,1,0,1,0.5152,0.54,13,15,108,123,2011,2,17,3,0
0.94,2,0,1,0.4242,0.42,4,0,2,2,2012,3,17,5,1
0.65,2,0,3,0.6212,0.66,22,20,140,160,2011,9,14,2,0
0.56,2,0,4,0.2424,0.26,3,0,2,2,2012,12,13,3,0
0.66,2,0,3,0.803,0.8,7,20,232,252,2011,7,22,4,0
0.66,2,0,1,0.3636,0.36,1,1,10,11,2011,12,21,2,0
1.0,3,0,1,0.3333,0.34,7,1,34,35,2011,2,25,4,0
0.45,1,0,2,0.6364,0.7,14,278,331,609,2012,4,21,5,1
0.94,2,0,4,0.5,0.52,9,3,164,167,2011,11,23,2,0
0.93,3,0,1,0.1818,0.16,9,0,20,20,2011,1,8,5,1
0.69,1,0,3,0.6061,0.64,7,23,48,71,2012,6,24,6,1
0.54,1,0,3,0.6667,0.72,3,2,5,7,2012,7,5,3,0
0.45,1,0,4,0.303,0.32,14,16,121,137,2011,12,8,3,0
0.53,1,0,2,0.3333,0.32,21,9,84,93,2011,4,1,4,0
0.71,3,0,1,0.4242,0.42,20,0,33,33,2011,12,22,3,0
0.43,1,0,3,0.7424,0.82,14,41,109,150,2011,8,8,0,0
0.79,2,0,3,0.697,0.72,22,25,123,148,2011,6,22,2,0
0.94,2,0,4,0.5152,0.54,0,1,14,15,2011,10,13,3,0
0.81,1,0,4,0.2879,0.24,8,7,378,385,2011,12,9,4,0
0.74,1,0,2,0.697,0.72,19,141,146,287,2011,5,29,6,1
0.75,2,0,1,0.2424,0.24,2,5,12,17,2011,2,5,5,1
0.45,1,1,4,0.2727,0.28,7,5,116,121,2011,11,11,4,0
0.46,1,0,3,0.7576,0.82,17,79,466,545,2011,7,5,1,0
0.45,1,0,1,0.2727,0.3,9,3,53,56,2011,12,24,5,1
0.62,1,0,4,0.4091,0.4,2,44,88,132,2012,10,21,6,1
0.51,2,0,2,0.6667,0.74,13,149,214,363,2011,6,19,6,1
0.41,1,0,1,0.197,0.24,23,7,84,91,2012,2,25,5,1
0.49,1,0,4,0.5152,0.54,10,52,146,198,2012,9,24,0,0
0.68,2,0,4,0.5,0.52,11,11,107,118,2011,11,28,0,0
0.7,1,0,1,0.2424,0.24,9,4,237,241,2012,1,6,4,0
0.3,1,0,2,0.2273,0.24,10,22,47,69,2011,3,28,0,0
0.56,1,0,3,0.8182,0.84,16,30,204,234,2011,7,20,2,0
0.88,2,0,2,0.5152,0.54,1,3,9,12,2011,5,18,2,0
0.83,2,0,3,0.5758,0.64,7,19,468,487,2012,8,1,2,0
0.67,1,0,2,0.4545,0.46,5,1,11,12,2012,5,19,5,1
0.43,1,0,4,0.3939,0.38,19,14,400,414,2012,12,5,2,0
0.6,1,0,4,0.2424,0.24,1,0,8,8,2012,11,6,1,0
0.55,2,0,1,0.2576,0.22,8,13,407,420,2012,1,9,0,0
0.47,1,0,1,0.4091,0.4,15,90,320,410,2012,1,28,5,1
0.39,1,0,1,0.1212,0.14,18,3,52,55,2011,1,8,5,1
0.52,1,0,3,0.7727,0.82,19,81,584,665,2012,7,30,0,0
0.54,2,0,4,0.4091,0.4,16,31,313,344,2012,11,1,3,0
0.49,1,0,1,0.3182,0.32,21,5,143,148,2012,3,6,1,0
0.52,1,0,4,0.5,0.52,15,171,216,387,2011,10,23,6,1
0.65,1,0,3,0.6061,0.64,5,5,54,59,2012,7,25,2,0
0.73,1,0,3,0.5152,0.54,3,14,32,46,2012,9,9,6,1
0.52,1,0,1,0.2121,0.26,20,7,184,191,2012,1,19,3,0
0.34,1,1,1,0.3333,0.34,20,9,117,126,2012,2,20,0,0
0.93,1,0,4,0.3636,0.34,9,22,197,219,2011,11,9,2,0
0.83,2,0,2,0.5455,0.58,23,19,46,65,2011,5,22,6,1
0.35,1,0,1,0.4091,0.4,20,13,158,171,2012,2,17,4,0
0.88,2,0,2,0.5455,0.58,1,7,14,21,2012,5,16,2,0
0.5,1,0,4,0.3485,0.36,5,0,42,42,2012,10,11,3,0
0.62,1,0,2,0.4394,0.44,20,65,159,224,2011,4,30,5,1
1.0,1,0,2,0.4848,0.5,3,10,23,33,2011,5,22,6,1
0.73,1,0,3,0.5909,0.62,4,2,3,5,2012,8,16,3,0
0.94,2,0,3,0.5152,0.6,4,0,2,2,2011,9,22,3,0
0.59,1,0,3,0.8333,0.84,9,69,187,256,2012,7,7,5,1
0.81,1,0,1,0.303,0.3,10,24,79,103,2011,2,27,6,1
0.62,1,0,2,0.6818,0.72,21,45,178,223,2011,5,26,3,0
0.49,1,0,1,0.3333,0.34,10,27,181,208,2012,1,8,6,1
0.24,1,0,3,0.6818,0.8,18,98,324,422,2011,7,1,4,0
0.51,1,0,2,0.4394,0.44,11,22,64,86,2011,3,22,1,0
0.47,1,0,2,0.4545,0.46,5,0,25,25,2011,4,29,4,0
0.82,1,0,4,0.4091,0.4,5,2,25,27,2011,10,4,1,0
0.4,2,0,1,0.3485,0.36,2,14,66,80,2012,3,4,6,1
0.77,3,0,2,0.4394,0.44,17,29,262,291,2011,4,12,1,0
0.46,1,0,1,0.3485,0.36,14,22,148,170,2012,2,3,4,0
0.46,1,0,1,0.3636,0.34,13,47,135,182,2011,2,6,6,1
0.37,1,0,4,0.4091,0.4,15,141,202,343,2011,11,5,5,1
0.83,2,0,3,0.5758,0.64,2,18,75,93,2012,6,23,5,1
0.46,2,0,4,0.3939,0.38,12,25,243,268,2012,11,30,4,0
0.59,2,0,2,0.4848,0.5,1,4,16,20,2011,5,11,2,0
0.83,1,0,2,0.5455,0.58,6,3,16,19,2011,5,28,5,1
0.89,2,0,3,0.5758,0.64,7,3,22,25,2011,7,3,6,1
0.81,2,0,4,0.2576,0.26,3,0,5,5,2012,12,7,4,0
0.45,1,0,4,0.5152,0.54,17,151,342,493,2012,11,11,6,1
0.82,1,0,1,0.3939,0.38,22,3,139,142,2012,1,26,3,0
0.55,1,0,3,0.7273,0.78,11,47,171,218,2012,8,28,1,0
0.73,2,0,2,0.5152,0.54,11,64,149,213,2012,5,7,0,0
0.83,1,0,3,0.6364,0.68,1,4,8,12,2011,8,8,0,0
0.65,1,0,3,0.6515,0.7,3,0,2,2,2012,7,3,1,0
0.75,1,1,4,0.2273,0.22,7,7,49,56,2012,11,22,3,0
0.83,1,0,3,0.6364,0.68,21,71,93,164,2011,9,3,5,1
0.78,1,0,3,0.5909,0.62,6,4,101,105,2011,8,17,2,0
0.35,1,0,3,0.6515,0.74,14,49,129,178,2011,7,14,3,0
0.35,1,0,4,0.5303,0.56,11,159,218,377,2011,10,16,6,1
0.42,1,0,2,0.8485,0.9,13,20,116,136,2011,6,8,2,0
0.65,1,0,3,0.6515,0.7,0,17,68,85,2012,8,10,4,0
0.88,1,0,2,0.5303,0.56,1,4,5,9,2011,5,23,0,0
0.41,1,0,4,0.4545,0.46,20,42,100,142,2012,11,23,4,0
0.8,2,0,1,0.2121,0.2,5,0,13,13,2012,1,6,4,0
0.49,2,0,3,0.7879,0.84,11,77,186,263,2012,8,3,4,0
0.46,1,0,4,0.3485,0.36,19,26,306,332,2012,11,16,4,0
0.44,1,0,3,0.7576,0.84,12,56,230,286,2012,8,2,3,0
0.88,1,0,2,0.5152,0.54,23,18,51,69,2011,5,15,6,1
1.0,3,0,1,0.2727,0.22,15,11,49,60,2011,2,5,5,1
0.48,1,0,3,0.6667,0.72,21,44,329,373,2012,7,12,3,0
0.26,1,0,1,0.303,0.32,13,78,238,316,2012,1,29,6,1
0.65,1,0,4,0.2576,0.24,2,7,39,46,2011,11,12,5,1
0.4,1,0,4,0.4091,0.4,13,17,137,154,2011,12,1,3,0
0.51,1,0,3,0.6667,0.72,22,69,185,254,2012,8,16,3,0
0.89,1,0,3,0.5909,0.66,0,33,76,109,2011,9,4,6,1
0.93,3,0,1,0.2121,0.18,12,1,28,29,2011,1,28,4,0
0.66,2,0,1,0.3333,0.34,18,5,170,175,2011,2,7,0,0
0.83,1,0,3,0.6061,0.66,8,29,690,719,2012,9,7,4,0
0.7,2,0,1,0.2879,0.3,21,6,64,70,2011,3,4,4,0
0.62,1,0,3,0.6818,0.74,10,39,165,204,2012,8,28,1,0
0.5,2,0,4,0.3333,0.36,14,136,319,455,2012,11,3,5,1
0.55,1,1,2,0.5,0.52,11,41,95,136,2011,4,15,4,0
0.61,1,0,1,0.2879,0.28,1,8,6,14,2012,2,7,1,0
0.7,1,0,3,0.697,0.74,9,38,208,246,2011,6,28,1,0
0.68,1,0,3,0.5455,0.58,8,27,143,170,2012,9,9,6,1
0.71,2,0,1,0.4091,0.4,15,52,156,208,2012,1,24,1,0
0.65,2,0,1,0.2576,0.24,20,14,83,97,2012,12,28,4,0
0.93,2,0,1,0.2576,0.22,5,0,7,7,2011,1,19,2,0
0.35,1,0,1,0.1818,0.22,16,4,79,83,2011,2,8,1,0
0.61,1,0,2,0.6515,0.7,17,56,492,548,2011,5,24,1,0
0.7,1,0,1,0.2727,0.26,0,10,76,86,2012,2,4,5,1
0.26,1,0,1,0.2576,0.28,2,3,48,51,2012,1,29,6,1
0.64,2,0,1,0.2121,0.18,9,13,144,157,2012,12,31,0,0
0.67,1,0,4,0.4545,0.46,2,2,8,10,2011,10,6,3,0
0.74,1,0,3,0.6667,0.7,18,88,435,523,2011,8,4,3,0
0.31,1,0,4,0.2879,0.32,9,22,253,275,2012,11,8,3,0
0.62,2,0,3,0.7121,0.76,11,63,151,214,2011,8,26,4,0
0.82,2,0,2,0.4242,0.42,19,3,127,130,2011,4,12,1,0
0.45,2,0,3,0.6818,0.76,15,66,214,280,2012,7,9,0,0
0.94,2,0,4,0.3939,0.38,6,1,63,64,2011,11,22,1,0
0.49,1,0,3,0.7879,0.84,12,79,158,237,2012,7,16,0,0
0.39,1,0,2,0.5,0.52,0,11,37,48,2011,4,29,4,0
0.81,1,0,3,0.5606,0.6,8,26,399,425,2011,9,13,1,0
0.88,1,0,3,0.5455,0.6,22,25,97,122,2011,8,19,4,0
0.75,1,0,1,0.2576,0.24,4,0,2,2,2011,3,9,2,0
0.25,1,0,3,0.7727,0.9,14,69,241,310,2012,7,3,1,0
0.72,1,0,2,0.4545,0.46,1,41,73,114,2011,5,2,0,0
0.87,2,0,4,0.3939,0.38,0,2,26,28,2012,12,17,0,0
0.53,1,0,1,0.0909,0.08,4,0,1,1,2011,1,9,6,1
0.69,2,0,3,0.6212,0.66,0,27,84,111,2012,8,24,4,0
0.49,1,0,1,0.303,0.32,10,71,147,218,2012,3,11,6,1
0.89,3,0,3,0.5909,0.66,22,6,62,68,2012,7,19,3,0
0.49,1,0,3,0.7424,0.8,19,69,302,371,2011,8,9,1,0
0.61,1,0,3,0.6515,0.7,20,72,355,427,2012,8,15,2,0
0.73,1,0,4,0.5152,0.54,6,3,179,182,2012,9,26,2,0
0.35,1,0,1,0.4394,0.44,16,19,257,276,2012,2,7,1,0
0.73,1,0,2,0.6061,0.64,20,52,368,420,2012,5,3,3,0
0.4,3,0,2,0.6818,0.76,17,85,467,552,2011,6,17,4,0
0.93,1,0,4,0.3333,0.32,1,3,8,11,2011,11,8,1,0
0.56,1,0,4,0.2879,0.3,0,10,65,75,2011,12,3,5,1
0.37,1,0,1,0.5152,0.54,15,44,165,209,2012,3,7,2,0
0.53,1,0,4,0.3333,0.34,18,31,193,224,2011,12,3,5,1
0.53,1,0,1,0.3182,0.34,2,2,4,6,2012,3,2,4,0
0.81,1,0,1,0.303,0.28,4,0,8,8,2012,1,1,6,1
0.54,1,0,2,0.6212,0.66,0,10,33,43,2012,4,17,1,0
0.93,3,0,1,0.1818,0.24,21,1,6,7,2011,3,6,6,1
0.82,2,0,4,0.4091,0.4,1,1,16,17,2011,11,4,4,0
0.65,2,0,2,0.6061,0.62,10,40,113,153,2012,5,9,2,0
0.68,1,0,4,0.5303,0.56,21,35,260,295,2012,10,23,1,0
0.88,2,0,3,0.5606,0.62,5,3,23,26,2011,8,26,4,0
0.78,1,0,3,0.6061,0.66,1,17,50,67,2011,8,6,5,1
0.66,2,0,4,0.4091,0.4,10,19,82,101,2011,10,3,0,0
0.64,2,0,2,0.5152,0.54,12,19,84,103,2011,4,19,1,0
0.93,2,0,1,0.2879,0.3,7,10,101,111,2011,3,16,2,0
0.4,1,0,1,0.3333,0.36,11,26,45,71,2011,3,14,0,0
0.79,2,1,3,0.6364,0.68,16,92,192,284,2011,9,5,0,0
0.43,2,0,2,0.6212,0.6,11,61,152,213,2012,4,4,2,0
0.47,1,0,4,0.6212,0.66,17,62,527,589,2011,9,29,3,0
0.41,2,0,3,0.7121,0.8,13,79,272,351,2012,8,24,4,0
0.88,3,0,2,0.4848,0.5,17,47,68,115,2012,3,24,5,1
0.53,1,0,4,0.3485,0.36,11,58,182,240,2011,10,30,6,1
0.39,1,0,2,0.3485,0.32,1,1,9,10,2011,3,30,2,0
0.75,1,0,4,0.2879,0.26,2,1,4,5,2012,11,23,4,0
0.42,1,0,3,0.6515,0.72,18,94,484,578,2011,7,14,3,0
0.51,2,0,2,0.6667,0.72,13,41,208,249,2012,5,1,1,0
0.73,2,0,2,0.6061,0.64,16,46,269,315,2012,5,21,0,0
0.56,1,0,1,0.2879,0.28,9,7,38,45,2011,2,6,6,1
0.38,1,0,1,0.4242,0.42,12,13,127,140,2012,1,10,1,0
0.41,1,1,4,0.4242,0.42,11,89,143,232,2012,11,22,3,0
0.94,3,0,4,0.4545,0.46,2,3,5,8,2011,10,27,3,0
0.75,1,0,1,0.2424,0.24,3,0,2,2,2012,2,27,0,0
0.55,1,0,3,0.6818,0.74,13,131,239,370,2011,9,10,5,1
0.77,2,0,4,0.4545,0.46,20,16,284,300,2012,12,3,0,0
0.69,2,0,3,0.6061,0.62,2,16,103,119,2012,8,19,6,1
0.78,2,0,3,0.5909,0.64,6,6,97,103,2011,8,18,3,0
0.47,1,0,2,0.4545,0.46,9,37,245,282,2012,3,26,0,0
0.38,1,0,1,0.0455,0.06,23,0,27,27,2011,1,21,4,0
0.49,2,0,3,0.7879,0.84,22,44,105,149,2011,7,22,4,0
0.47,1,0,3,0.6364,0.68,22,61,126,187,2011,6,25,5,1
0.46,1,0,2,0.3333,0.36,9,8,157,165,2011,4,6,2,0
0.88,2,0,3,0.5455,0.58,7,8,29,37,2012,7,21,5,1
0.56,2,0,1,0.2424,0.26,2,0,19,19,2012,12,30,6,1
0.88,2,0,2,0.4242,0.42,12,94,136,230,2011,4,10,6,1
0.46,1,0,4,0.6212,0.62,17,55,464,519,2011,11,14,0,0
0.89,2,0,2,0.5909,0.66,7,20,444,464,2012,6,20,2,0
0.19,1,0,2,0.5303,0.56,13,120,225,345,2012,4,3,1,0
0.59,2,0,4,0.5,0.52,17,14,310,324,2011,12,15,3,0
0.78,1,0,3,0.5909,0.64,6,7,94,101,2011,8,5,4,0
0.47,1,0,1,0.4242,0.42,10,36,86,122,2011,3,13,6,1
0.43,1,0,3,0.7273,0.8,10,43,102,145,2011,6,24,4,0
0.7,1,0,3,0.697,0.74,19,64,598,662,2012,9,5,2,0
0.94,2,0,4,0.4545,0.46,7,7,227,234,2011,12,6,1,0
0.52,1,0,3,0.7121,0.78,23,26,90,116,2011,7,29,4,0
0.42,1,0,1,0.2727,0.3,12,28,68,96,2011,3,7,0,0
0.47,1,0,1,0.2273,0.2,20,1,108,109,2011,2,3,3,0
0.7,1,0,3,0.697,0.74,0,16,53,69,2012,6,21,3,0
0.59,2,0,4,0.5,0.52,19,13,274,287,2011,12,15,3,0
0.87,3,0,4,0.3485,0.36,16,44,162,206,2011,10,2,6,1
0.6,1,0,1,0.5303,0.56,22,24,146,170,2012,3,13,1,0
0.62,1,0,3,0.7424,0.78,19,66,184,250,2012,7,8,6,1
0.83,3,0,2,0.5455,0.58,1,6,2,8,2011,5,25,2,0
0.64,1,0,4,0.5303,0.56,17,96,670,766,2012,10,15,0,0
0.58,1,0,4,0.4242,0.42,1,20,97,117,2012,10,21,6,1
0.94,3,0,2,0.4091,0.4,4,1,2,3,2011,4,13,2,0
0.88,2,0,2,0.5152,0.54,9,18,331,349,2012,5,1,1,0
0.78,1,0,2,0.5455,0.58,23,9,53,62,2011,4,25,0,0
0.8,1,0,4,0.2273,0.16,5,0,21,21,2011,12,12,0,0
0.7,1,0,4,0.2424,0.24,5,1,10,11,2012,11,17,5,1
0.77,1,0,4,0.5,0.52,10,120,217,337,2011,10,8,5,1
0.81,3,0,4,0.2727,0.3,3,0,8,8,2011,10,29,5,1
0.53,1,0,1,0.5,0.52,10,43,74,117,2011,3,18,4,0
0.47,2,1,1,0.197,0.18,13,13,80,93,2011,1,17,0,0
0.49,1,0,1,0.2727,0.3,12,22,87,109,2012,12,27,3,0
0.82,2,0,1,0.4394,0.44,17,15,52,67,2011,1,1,5,1
0.3,1,0,1,0.4242,0.42,13,13,80,93,2011,2,16,2,0
0.74,1,0,3,0.6667,0.7,4,1,6,7,2011,8,9,1,0
0.34,1,0,2,0.6364,0.7,19,123,548,671,2012,6,13,2,0
0.56,1,0,3,0.7879,0.82,14,225,150,375,2011,7,3,6,1
0.38,1,0,4,0.4545,0.46,17,131,706,837,2012,10,12,4,0
0.24,1,0,1,0.3333,0.3,17,18,193,211,2011,2,11,4,0
0.64,1,0,4,0.5303,0.56,23,13,48,61,2011,11,14,0,0
0.83,2,0,3,0.6364,0.68,22,36,118,154,2011,8,13,5,1
0.83,1,0,2,0.6061,0.66,5,2,37,39,2012,6,20,2,0
0.8,1,0,1,0.2273,0.22,4,0,1,1,2012,2,27,0,0
0.66,1,0,2,0.4091,0.4,3,12,13,25,2011,4,17,6,1
0.22,1,0,3,0.7424,0.88,16,206,192,398,2011,7,2,5,1
0.52,1,0,3,0.697,0.76,15,70,196,266,2012,8,15,2,0
0.45,1,1,1,0.2576,0.28,5,1,3,4,2012,1,2,0,0
0.81,2,0,4,0.2424,0.26,23,3,64,67,2012,11,27,1,0
0.69,1,0,1,0.2273,0.2,19,3,76,79,2011,1,27,3,0
0.48,2,0,2,0.6818,0.76,17,210,239,449,2011,6,18,5,1
0.61,1,0,2,0.6212,0.66,22,36,137,173,2011,6,6,0,0
0.82,2,0,1,0.3939,0.38,5,0,28,28,2011,12,21,2,0
0.53,1,0,3,0.803,0.84,16,195,219,414,2011,7,3,6,1
0.74,3,0,2,0.6212,0.66,15,241,300,541,2012,5,5,5,1
1.0,3,0,4,0.5152,0.54,6,1,51,52,2011,10,13,3,0
0.57,2,0,4,0.303,0.32,20,6,184,190,2011,11,30,2,0
0.35,1,0,4,0.6212,0.6,13,169,269,438,2011,10,16,6,1
0.78,1,0,2,0.5455,0.58,21,66,308,374,2012,3,22,3,0
0.74,1,0,3,0.697,0.72,20,55,247,302,2011,7,25,0,0
0.78,2,0,2,0.5455,0.58,14,44,94,138,2011,5,18,2,0
0.26,1,0,3,0.8485,0.96,15,113,193,306,2012,7,7,5,1
0.75,1,0,1,0.2576,0.2,3,1,2,3,2012,12,24,0,0
